id_pedido,data_pedido,id_cliente,produto,categoria,quantidade,preco_unitario,desconto,custo_unitario,estado,regiao,forma_pagamento,canal,faturamento,custo_total,lucro,margem_lucro,ano,mes,nome_mes
105533,2025-08-01,C1192,Monitor,Eletrônicos,2,2125.57,0.05,1445.39,CE,Nordeste,Cartão de crédito,Online,4038.58,2890.78,1147.8,0.2842,2025,8,August
105534,2025-05-01,C1730,Monitor,Eletrônicos,2,1430.06,0.1,972.44,PE,Nordeste,PIX,Online,2574.11,1944.88,629.23,0.2444,2025,5,May
105535,2026-01-10,C2319,Cafeteira,Casa,1,1195.36,0.15,776.98,ES,Sudeste,Boleto,Marketplace,1016.06,776.98,239.08,0.2353,2026,1,January
105536,2025-07-28,C1167,Cafeteira,Casa,2,851.41,0.15,553.42,RO,Norte,Cartão de crédito,Marketplace,1447.4,1106.84,340.56,0.2353,2025,7,July
105537,2025-06-05,C0410,Teclado,Eletrônicos,2,471.92,0.0,283.15,RN,Nordeste,Cartão de crédito,Marketplace,943.84,566.3,377.54,0.4,2025,6,June
105538,2025-06-18,C0901,Cafeteira,Casa,1,1128.61,0.05,733.6,AM,Norte,Cartão de crédito,Online,1072.18,733.6,338.58,0.3158,2025,6,June
105539,2025-03-04,C0632,Notebook,Eletrônicos,4,3324.38,0.05,2393.55,BA,Nordeste,Boleto,Marketplace,12632.64,9574.2,3058.44,0.2421,2025,3,March
105540,2025-05-24,C1458,Notebook,Eletrônicos,1,5589.63,0.0,4024.53,PB,Nordeste,Boleto,Marketplace,5589.63,4024.53,1565.1,0.28,2025,5,May
105541,2025-03-07,C0285,Aspirador,Casa,2,1102.0,0.0,738.34,AP,Norte,Boleto,Online,2204.0,1476.68,727.32,0.33,2025,3,March
105542,2026-02-05,C1020,Carregador,Acessórios,2,163.11,0.05,81.56,CE,Nordeste,Cartão de crédito,Online,309.91,163.12,146.79,0.4737,2026,2,February
105543,2026-05-30,C1075,Air Fryer,Casa,4,400.72,0.0,256.46,PI,Nordeste,PIX,Online,1602.88,1025.84,577.04,0.36,2026,5,May
105544,2025-11-25,C0042,Aspirador,Casa,2,1001.88,0.0,671.26,RS,Sul,PIX,Marketplace,2003.76,1342.52,661.24,0.33,2025,11,November
105545,2026-06-18,C1542,Mouse,Eletrônicos,2,338.24,0.0,196.18,AM,Norte,Cartão de crédito,Online,676.48,392.36,284.12,0.42,2026,6,June
105546,2026-05-08,C0928,Suporte para Monitor,Escritório,1,559.84,0.0,307.91,RN,Nordeste,PIX,Online,559.84,307.91,251.93,0.45,2026,5,May
105547,2025-02-23,C0730,Liquidificador,Casa,2,396.71,0.05,249.93,DF,Centro-Oeste,Cartão de débito,Online,753.75,499.86,253.89,0.3368,2025,2,February
105548,2025-12-20,C1357,Mesa,Escritório,2,443.55,0.0,301.61,ES,Sudeste,PIX,Marketplace,887.1,603.22,283.88,0.32,2025,12,December
105549,2025-11-12,C2256,Liquidificador,Casa,3,355.82,0.0,224.17,SE,Nordeste,PIX,Online,1067.46,672.51,394.95,0.37,2025,11,November
105550,2025-04-18,C2251,Mesa,Escritório,3,1145.98,0.2,779.27,PA,Norte,Cartão de débito,Online,2750.35,2337.81,412.54,0.15,2025,4,April
105551,2026-04-08,C1869,Teclado,Eletrônicos,1,528.61,0.0,317.17,AP,Norte,PIX,Online,528.61,317.17,211.44,0.4,2026,4,April
105552,2025-01-27,C0856,Smartphone,Eletrônicos,1,3764.55,0.0,2936.35,MG,Sudeste,Cartão de débito,Marketplace,3764.55,2936.35,828.2,0.22,2025,1,January
105553,2026-06-05,C0277,Mouse,Eletrônicos,1,143.08,0.1,82.99,DF,Centro-Oeste,Boleto,Online,128.77,82.99,45.78,0.3555,2026,6,June
105554,2026-04-04,C1339,Cadeira,Escritório,5,2269.24,0.0,1588.47,AL,Nordeste,Cartão de débito,Marketplace,11346.2,7942.35,3403.85,0.3,2026,4,April
105555,2025-02-27,C2023,Monitor,Eletrônicos,2,1467.43,0.15,997.85,AM,Norte,Cartão de débito,Online,2494.63,1995.7,498.93,0.2,2025,2,February
105556,2025-07-05,C0649,Notebook,Eletrônicos,1,4134.36,0.05,2976.74,TO,Norte,Cartão de débito,Online,3927.64,2976.74,950.9,0.2421,2025,7,July
105557,2026-05-16,C1171,Headset,Eletrônicos,1,223.99,0.0,138.87,CE,Nordeste,PIX,Marketplace,223.99,138.87,85.12,0.38,2026,5,May
105558,2026-01-12,C1630,Headset,Eletrônicos,4,448.32,0.0,277.96,SC,Sul,PIX,Online,1793.28,1111.84,681.44,0.38,2026,1,January
105559,2025-11-01,C0308,Liquidificador,Casa,2,359.26,0.15,226.33,AP,Norte,Boleto,Marketplace,610.74,452.66,158.08,0.2588,2025,11,November
105560,2026-04-08,C2276,Cafeteira,Casa,3,1179.08,0.0,766.4,AL,Nordeste,PIX,Marketplace,3537.24,2299.2,1238.04,0.35,2026,4,April
105561,2025-11-16,C2039,Luminária,Escritório,1,266.74,0.15,138.7,MA,Nordeste,Boleto,Marketplace,226.73,138.7,88.03,0.3883,2025,11,November
105562,2025-11-26,C0482,Notebook,Eletrônicos,2,5515.5,0.15,3971.16,MG,Sudeste,Boleto,Marketplace,9376.35,7942.32,1434.03,0.1529,2025,11,November
105563,2025-10-14,C1381,Luminária,Escritório,1,199.7,0.1,103.84,MA,Nordeste,Cartão de débito,Marketplace,179.73,103.84,75.89,0.4222,2025,10,October
105564,2026-05-31,C1870,Luminária,Escritório,1,359.23,0.05,186.8,RN,Nordeste,Boleto,Marketplace,341.27,186.8,154.47,0.4526,2026,5,May
105565,2025-02-18,C1227,Monitor,Eletrônicos,2,1433.02,0.0,974.45,AM,Norte,Boleto,Online,2866.04,1948.9,917.14,0.32,2025,2,February
105566,2025-07-07,C2067,Carregador,Acessórios,1,193.21,0.0,96.61,PR,Sul,Boleto,Marketplace,193.21,96.61,96.6,0.5,2025,7,July
105567,2025-06-16,C0114,Notebook,Eletrônicos,2,3052.66,0.0,2197.92,ES,Sudeste,Cartão de débito,Online,6105.32,4395.84,1709.48,0.28,2025,6,June
105568,2025-06-28,C2380,Notebook,Eletrônicos,3,5024.85,0.0,3617.89,TO,Norte,Boleto,Online,15074.55,10853.67,4220.88,0.28,2025,6,June
105569,2026-01-23,C0998,Hub USB,Acessórios,1,238.17,0.15,130.99,CE,Nordeste,Boleto,Marketplace,202.44,130.99,71.45,0.3529,2026,1,January
105570,2025-04-04,C1291,Hub USB,Acessórios,2,108.94,0.05,59.92,MA,Nordeste,PIX,Marketplace,206.99,119.84,87.15,0.421,2025,4,April
105571,2025-11-17,C0916,Air Fryer,Casa,3,992.94,0.0,635.48,GO,Centro-Oeste,PIX,Online,2978.82,1906.44,1072.38,0.36,2025,11,November
105572,2025-12-22,C0913,Luminária,Escritório,4,375.12,0.1,195.06,DF,Centro-Oeste,PIX,Online,1350.43,780.24,570.19,0.4222,2025,12,December
105573,2026-04-30,C1318,Mouse,Eletrônicos,1,496.4,0.05,287.91,MG,Sudeste,Cartão de crédito,Online,471.58,287.91,183.67,0.3895,2026,4,April
105574,2025-11-06,C2356,Hub USB,Acessórios,1,248.55,0.0,136.7,CE,Nordeste,Boleto,Online,248.55,136.7,111.85,0.45,2025,11,November
105575,2026-03-10,C0105,Cafeteira,Casa,2,810.16,0.0,526.6,MG,Sudeste,PIX,Online,1620.32,1053.2,567.12,0.35,2026,3,March
105576,2025-11-26,C2479,Liquidificador,Casa,2,424.85,0.0,267.66,AM,Norte,Boleto,Marketplace,849.7,535.32,314.38,0.37,2025,11,November
105577,2025-01-29,C1484,Monitor,Eletrônicos,2,1360.64,0.05,925.24,PE,Nordeste,PIX,Marketplace,2585.22,1850.48,734.74,0.2842,2025,1,January
105578,2025-06-22,C0365,Aspirador,Casa,1,624.61,0.0,418.49,GO,Centro-Oeste,PIX,Online,624.61,418.49,206.12,0.33,2025,6,June
105579,2025-07-11,C2234,Carregador,Acessórios,2,239.85,0.0,119.92,MS,Centro-Oeste,Cartão de crédito,Marketplace,479.7,239.84,239.86,0.5,2025,7,July
105580,2025-06-28,C1329,Cabo USB,Acessórios,1,76.49,0.0,34.42,MA,Nordeste,Cartão de crédito,Online,76.49,34.42,42.07,0.55,2025,6,June
105581,2026-04-14,C1515,Cafeteira,Casa,3,959.13,0.2,623.43,TO,Norte,Boleto,Marketplace,2301.91,1870.29,431.62,0.1875,2026,4,April
105582,2026-02-16,C0380,Notebook,Eletrônicos,3,3983.18,0.0,2867.89,RS,Sul,PIX,Online,11949.54,8603.67,3345.87,0.28,2026,2,February
105583,2025-09-26,C2280,Headset,Eletrônicos,1,785.87,0.0,487.24,AP,Norte,PIX,Marketplace,785.87,487.24,298.63,0.38,2025,9,September
105584,2026-05-12,C1897,Headset,Eletrônicos,2,669.88,0.05,415.33,PR,Sul,Cartão de débito,Marketplace,1272.77,830.66,442.11,0.3474,2026,5,May
105585,2026-01-19,C1592,Teclado,Eletrônicos,2,569.97,0.0,341.98,SP,Sudeste,Boleto,Online,1139.94,683.96,455.98,0.4,2026,1,January
105586,2025-07-02,C2038,Carregador,Acessórios,1,53.89,0.0,26.95,BA,Nordeste,PIX,Online,53.89,26.95,26.94,0.4999,2025,7,July
105587,2025-01-28,C1061,Mouse,Eletrônicos,1,326.27,0.1,189.24,MS,Centro-Oeste,Cartão de crédito,Marketplace,293.64,189.24,104.4,0.3555,2025,1,January
105588,2025-07-30,C1069,Hub USB,Acessórios,2,273.78,0.05,150.58,AM,Norte,Boleto,Online,520.18,301.16,219.02,0.421,2025,7,July
105589,2026-05-04,C1469,Cafeteira,Casa,2,711.92,0.1,462.75,MS,Centro-Oeste,Cartão de crédito,Online,1281.46,925.5,355.96,0.2778,2026,5,May
105590,2026-06-26,C2040,Hub USB,Acessórios,3,104.86,0.05,57.67,AM,Norte,Cartão de crédito,Online,298.85,173.01,125.84,0.4211,2026,6,June
105591,2025-08-28,C1939,Air Fryer,Casa,2,914.19,0.15,585.08,RS,Sul,Cartão de débito,Online,1554.12,1170.16,383.96,0.2471,2025,8,August
105592,2025-08-29,C0682,Aspirador,Casa,1,1036.87,0.05,694.7,PA,Norte,Boleto,Online,985.03,694.7,290.33,0.2947,2025,8,August
105593,2026-05-17,C2062,Mouse,Eletrônicos,1,332.71,0.0,192.97,AC,Norte,Boleto,Online,332.71,192.97,139.74,0.42,2026,5,May
105594,2025-03-12,C0787,Carregador,Acessórios,2,84.43,0.1,42.22,TO,Norte,Cartão de débito,Online,151.97,84.44,67.53,0.4444,2025,3,March
105595,2025-11-09,C1155,Monitor,Eletrônicos,1,1885.86,0.1,1282.38,MA,Nordeste,Cartão de crédito,Marketplace,1697.27,1282.38,414.89,0.2444,2025,11,November
105596,2025-04-11,C1702,Carregador,Acessórios,3,167.23,0.05,83.61,RR,Norte,Cartão de crédito,Marketplace,476.61,250.83,225.78,0.4737,2025,4,April
105597,2025-12-15,C2422,Mouse,Eletrônicos,1,375.39,0.15,217.73,SC,Sul,PIX,Online,319.08,217.73,101.35,0.3176,2025,12,December
105598,2025-10-09,C0400,Mouse,Eletrônicos,1,376.73,0.05,218.5,AP,Norte,Cartão de débito,Online,357.89,218.5,139.39,0.3895,2025,10,October
105599,2026-05-22,C2017,Air Fryer,Casa,2,446.73,0.0,285.91,MG,Sudeste,PIX,Marketplace,893.46,571.82,321.64,0.36,2026,5,May
105600,2025-12-07,C0373,Headset,Eletrônicos,1,317.22,0.15,196.68,GO,Centro-Oeste,Cartão de crédito,Online,269.64,196.68,72.96,0.2706,2025,12,December
105601,2026-05-28,C0669,Luminária,Escritório,2,95.0,0.1,49.4,MA,Nordeste,Cartão de débito,Marketplace,171.0,98.8,72.2,0.4222,2026,5,May
105602,2026-01-12,C1179,Luminária,Escritório,1,106.03,0.05,55.14,SE,Nordeste,Cartão de crédito,Online,100.73,55.14,45.59,0.4526,2026,1,January
105603,2025-06-18,C0179,Luminária,Escritório,1,382.4,0.1,198.85,PE,Nordeste,Cartão de crédito,Marketplace,344.16,198.85,145.31,0.4222,2025,6,June
105604,2026-03-20,C1166,Suporte para Monitor,Escritório,2,418.07,0.1,229.94,RS,Sul,Boleto,Online,752.53,459.88,292.65,0.3889,2026,3,March
105605,2025-04-30,C1005,Mouse,Eletrônicos,3,219.73,0.1,127.44,ES,Sudeste,Cartão de crédito,Online,593.27,382.32,210.95,0.3556,2025,4,April
105606,2025-09-20,C2482,Aspirador,Casa,1,1398.84,0.2,937.22,TO,Norte,PIX,Online,1119.07,937.22,181.85,0.1625,2025,9,September
105607,2025-03-26,C2158,Mouse,Eletrônicos,1,475.01,0.15,275.51,PE,Nordeste,PIX,Marketplace,403.76,275.51,128.25,0.3176,2025,3,March
105608,2026-03-26,C0577,Aspirador,Casa,1,832.74,0.0,557.94,AP,Norte,Cartão de crédito,Marketplace,832.74,557.94,274.8,0.33,2026,3,March
105609,2025-09-14,C1256,Hub USB,Acessórios,5,229.36,0.05,126.15,PB,Nordeste,Boleto,Online,1089.46,630.75,458.71,0.421,2025,9,September
105610,2025-01-02,C1077,Aspirador,Casa,3,656.95,0.15,440.16,CE,Nordeste,PIX,Marketplace,1675.22,1320.48,354.74,0.2118,2025,1,January
105611,2026-01-07,C1987,Luminária,Escritório,1,101.83,0.0,52.95,MA,Nordeste,Cartão de débito,Marketplace,101.83,52.95,48.88,0.48,2026,1,January
105612,2026-06-08,C2093,Mouse,Eletrônicos,1,414.83,0.0,240.6,MA,Nordeste,Cartão de crédito,Online,414.83,240.6,174.23,0.42,2026,6,June
105613,2025-09-14,C0976,Notebook,Eletrônicos,5,4164.81,0.05,2998.66,PR,Sul,Cartão de crédito,Online,19782.85,14993.3,4789.55,0.2421,2025,9,September
105614,2025-08-18,C1790,Teclado,Eletrônicos,2,532.22,0.05,319.33,PE,Nordeste,Cartão de débito,Online,1011.22,638.66,372.56,0.3684,2025,8,August
105615,2026-05-12,C1982,Hub USB,Acessórios,3,109.15,0.1,60.03,SE,Nordeste,Cartão de crédito,Marketplace,294.71,180.09,114.62,0.3889,2026,5,May
105616,2025-06-05,C0669,Aspirador,Casa,1,455.21,0.0,304.99,AP,Norte,Cartão de crédito,Online,455.21,304.99,150.22,0.33,2025,6,June
105617,2025-08-04,C1127,Carregador,Acessórios,2,87.21,0.05,43.6,SC,Sul,Cartão de débito,Marketplace,165.7,87.2,78.5,0.4737,2025,8,August
105618,2025-02-14,C1821,Mouse,Eletrônicos,1,108.91,0.05,63.17,RS,Sul,Boleto,Online,103.46,63.17,40.29,0.3894,2025,2,February
105619,2026-03-16,C0968,Monitor,Eletrônicos,1,1772.37,0.15,1205.21,MT,Centro-Oeste,Boleto,Marketplace,1506.51,1205.21,301.3,0.2,2026,3,March
105620,2025-08-20,C1528,Cafeteira,Casa,1,1192.23,0.05,774.95,GO,Centro-Oeste,Cartão de débito,Marketplace,1132.62,774.95,357.67,0.3158,2025,8,August
105621,2025-12-31,C2237,Mesa,Escritório,3,1656.92,0.2,1126.71,BA,Nordeste,Cartão de débito,Online,3976.61,3380.13,596.48,0.15,2025,12,December
105622,2025-10-15,C1514,Carregador,Acessórios,3,195.45,0.05,97.72,PB,Nordeste,Cartão de crédito,Online,557.03,293.16,263.87,0.4737,2025,10,October
105623,2025-10-04,C0743,Teclado,Eletrônicos,2,447.84,0.15,268.7,MT,Centro-Oeste,Cartão de débito,Marketplace,761.33,537.4,223.93,0.2941,2025,10,October
105624,2025-01-03,C1687,Mouse,Eletrônicos,1,164.2,0.15,95.24,AC,Norte,PIX,Marketplace,139.57,95.24,44.33,0.3176,2025,1,January
105625,2025-11-13,C0801,Cafeteira,Casa,1,763.84,0.05,496.5,ES,Sudeste,Boleto,Online,725.65,496.5,229.15,0.3158,2025,11,November
105626,2025-10-04,C0207,Notebook,Eletrônicos,3,5550.91,0.1,3996.66,RS,Sul,Cartão de débito,Marketplace,14987.46,11989.98,2997.48,0.2,2025,10,October
105627,2025-10-11,C0803,Mouse,Eletrônicos,3,487.88,0.1,282.97,MG,Sudeste,Cartão de crédito,Online,1317.28,848.91,468.37,0.3556,2025,10,October
105628,2025-08-19,C0458,Cabo USB,Acessórios,1,37.72,0.0,16.97,BA,Nordeste,Cartão de crédito,Marketplace,37.72,16.97,20.75,0.5501,2025,8,August
105629,2025-11-10,C1043,Headset,Eletrônicos,1,329.34,0.05,204.19,SP,Sudeste,Boleto,Online,312.87,204.19,108.68,0.3474,2025,11,November
105630,2025-03-27,C0685,Mouse,Eletrônicos,1,340.16,0.05,197.29,MS,Centro-Oeste,Boleto,Online,323.15,197.29,125.86,0.3895,2025,3,March
105631,2025-05-31,C1243,Monitor,Eletrônicos,3,1724.02,0.05,1172.33,TO,Norte,Cartão de débito,Marketplace,4913.46,3516.99,1396.47,0.2842,2025,5,May
105632,2025-10-15,C1192,Headset,Eletrônicos,2,419.96,0.2,260.38,SE,Nordeste,Boleto,Online,671.94,520.76,151.18,0.225,2025,10,October
105633,2025-05-27,C2214,Mesa,Escritório,1,544.04,0.1,369.95,SE,Nordeste,Boleto,Marketplace,489.64,369.95,119.69,0.2444,2025,5,May
105634,2026-03-13,C1662,Teclado,Eletrônicos,1,739.89,0.15,443.93,MT,Centro-Oeste,Cartão de crédito,Online,628.91,443.93,184.98,0.2941,2026,3,March
105635,2025-10-10,C1216,Mesa,Escritório,4,1602.28,0.05,1089.55,RN,Nordeste,Cartão de crédito,Online,6088.66,4358.2,1730.46,0.2842,2025,10,October
105636,2025-08-16,C0399,Mouse,Eletrônicos,1,222.59,0.05,129.1,RJ,Sudeste,Cartão de crédito,Online,211.46,129.1,82.36,0.3895,2025,8,August
105637,2025-08-09,C1581,Notebook,Eletrônicos,3,5126.4,0.0,3691.01,CE,Nordeste,Cartão de débito,Marketplace,15379.2,11073.03,4306.17,0.28,2025,8,August
105638,2025-10-04,C1848,Air Fryer,Casa,4,871.93,0.0,558.04,RO,Norte,PIX,Marketplace,3487.72,2232.16,1255.56,0.36,2025,10,October
105639,2025-03-18,C1591,Carregador,Acessórios,1,59.49,0.0,29.75,SC,Sul,Cartão de crédito,Online,59.49,29.75,29.74,0.4999,2025,3,March
105640,2026-02-21,C0794,Cafeteira,Casa,5,674.58,0.0,438.48,TO,Norte,Cartão de crédito,Online,3372.9,2192.4,1180.5,0.35,2026,2,February
105641,2026-06-18,C0129,Mouse,Eletrônicos,2,166.34,0.1,96.48,RJ,Sudeste,Cartão de crédito,Online,299.41,192.96,106.45,0.3555,2026,6,June
105642,2025-06-06,C0953,Suporte para Monitor,Escritório,1,281.46,0.05,154.8,SE,Nordeste,PIX,Online,267.39,154.8,112.59,0.4211,2025,6,June
105643,2025-06-13,C0625,Mesa,Escritório,2,921.61,0.1,626.69,RR,Norte,Boleto,Marketplace,1658.9,1253.38,405.52,0.2445,2025,6,June
105644,2026-05-22,C1541,Aspirador,Casa,1,346.09,0.1,231.88,CE,Nordeste,PIX,Marketplace,311.48,231.88,79.6,0.2556,2026,5,May
105645,2025-07-31,C1577,Monitor,Eletrônicos,1,1339.0,0.1,910.52,CE,Nordeste,Cartão de débito,Online,1205.1,910.52,294.58,0.2444,2025,7,July
105646,2025-06-13,C1048,Cabo USB,Acessórios,1,56.15,0.05,25.27,PR,Sul,Cartão de débito,Marketplace,53.34,25.27,28.07,0.5262,2025,6,June
105647,2026-02-04,C0303,Hub USB,Acessórios,1,221.68,0.05,121.92,PE,Nordeste,PIX,Marketplace,210.6,121.92,88.68,0.4211,2026,2,February
105648,2025-05-27,C1206,Headset,Eletrônicos,2,278.02,0.0,172.37,DF,Centro-Oeste,Boleto,Marketplace,556.04,344.74,211.3,0.38,2025,5,May
105649,2026-01-11,C1184,Mouse,Eletrônicos,2,303.61,0.05,176.09,BA,Nordeste,Boleto,Online,576.86,352.18,224.68,0.3895,2026,1,January
105650,2025-02-10,C0775,Suporte para Monitor,Escritório,1,475.37,0.05,261.45,PI,Nordeste,Cartão de débito,Online,451.6,261.45,190.15,0.4211,2025,2,February
105651,2026-03-15,C0191,Teclado,Eletrônicos,1,366.05,0.0,219.63,MS,Centro-Oeste,PIX,Online,366.05,219.63,146.42,0.4,2026,3,March
105652,2025-04-09,C1303,Smartphone,Eletrônicos,1,1734.24,0.0,1352.71,PB,Nordeste,Cartão de crédito,Marketplace,1734.24,1352.71,381.53,0.22,2025,4,April
105653,2026-04-22,C0250,Cafeteira,Casa,2,615.89,0.05,400.33,GO,Centro-Oeste,Cartão de débito,Marketplace,1170.19,800.66,369.53,0.3158,2026,4,April
105654,2026-01-14,C1443,Carregador,Acessórios,5,178.98,0.15,89.49,AL,Nordeste,PIX,Marketplace,760.66,447.45,313.21,0.4118,2026,1,January
105655,2026-04-05,C1529,Aspirador,Casa,2,811.19,0.05,543.5,AP,Norte,Boleto,Marketplace,1541.26,1087.0,454.26,0.2947,2026,4,April
105656,2025-12-24,C1198,Mouse,Eletrônicos,4,345.46,0.1,200.37,MG,Sudeste,PIX,Online,1243.66,801.48,442.18,0.3555,2025,12,December
105657,2026-06-27,C0687,Suporte para Monitor,Escritório,2,263.31,0.05,144.82,MS,Centro-Oeste,Boleto,Marketplace,500.29,289.64,210.65,0.4211,2026,6,June
105658,2026-04-09,C2141,Monitor,Eletrônicos,3,2273.2,0.15,1545.78,PI,Nordeste,Cartão de débito,Marketplace,5796.66,4637.34,1159.32,0.2,2026,4,April
105659,2025-02-28,C2096,Air Fryer,Casa,1,670.96,0.05,429.41,RN,Nordeste,Boleto,Marketplace,637.41,429.41,208.0,0.3263,2025,2,February
105660,2025-04-21,C0441,Mesa,Escritório,3,1832.36,0.15,1246.0,PA,Norte,Cartão de débito,Marketplace,4672.52,3738.0,934.52,0.2,2025,4,April
105661,2026-05-09,C0291,Luminária,Escritório,2,285.6,0.1,148.51,PR,Sul,Boleto,Marketplace,514.08,297.02,217.06,0.4222,2026,5,May
105662,2025-08-10,C1799,Headset,Eletrônicos,3,165.2,0.0,102.42,PR,Sul,PIX,Marketplace,495.6,307.26,188.34,0.38,2025,8,August
105663,2025-11-22,C0303,Cafeteira,Casa,3,759.49,0.05,493.67,SE,Nordeste,Cartão de crédito,Marketplace,2164.55,1481.01,683.54,0.3158,2025,11,November
105664,2025-07-05,C0171,Cafeteira,Casa,2,445.69,0.0,289.7,PA,Norte,Cartão de crédito,Online,891.38,579.4,311.98,0.35,2025,7,July
105665,2025-11-16,C1669,Liquidificador,Casa,1,583.27,0.1,367.46,PI,Nordeste,Cartão de débito,Marketplace,524.94,367.46,157.48,0.3,2025,11,November
105666,2025-02-28,C0866,Smartphone,Eletrônicos,1,2312.43,0.2,1803.7,RN,Nordeste,Cartão de débito,Online,1849.94,1803.7,46.24,0.025,2025,2,February
105667,2025-09-30,C0164,Carregador,Acessórios,1,68.28,0.0,34.14,RS,Sul,Cartão de crédito,Online,68.28,34.14,34.14,0.5,2025,9,September
105668,2025-01-29,C1884,Hub USB,Acessórios,1,138.19,0.1,76.0,MS,Centro-Oeste,Cartão de crédito,Marketplace,124.37,76.0,48.37,0.3889,2025,1,January
105669,2025-08-28,C1949,Hub USB,Acessórios,1,220.13,0.2,121.07,RR,Norte,Cartão de débito,Marketplace,176.1,121.07,55.03,0.3125,2025,8,August
105670,2025-06-23,C2009,Mesa,Escritório,1,1882.36,0.0,1280.0,SP,Sudeste,Boleto,Marketplace,1882.36,1280.0,602.36,0.32,2025,6,June
105671,2025-10-27,C0212,Hub USB,Acessórios,1,231.59,0.0,127.37,GO,Centro-Oeste,Cartão de débito,Online,231.59,127.37,104.22,0.45,2025,10,October
105672,2026-02-12,C1562,Mesa,Escritório,2,514.16,0.0,349.63,ES,Sudeste,Cartão de crédito,Marketplace,1028.32,699.26,329.06,0.32,2026,2,February
105673,2026-04-10,C0168,Air Fryer,Casa,1,343.65,0.0,219.94,SP,Sudeste,Cartão de débito,Online,343.65,219.94,123.71,0.36,2026,4,April
105674,2025-04-30,C0694,Mouse,Eletrônicos,2,315.03,0.0,182.72,DF,Centro-Oeste,Cartão de crédito,Marketplace,630.06,365.44,264.62,0.42,2025,4,April
105675,2025-02-06,C0500,Teclado,Eletrônicos,4,682.56,0.1,409.54,MT,Centro-Oeste,Cartão de crédito,Marketplace,2457.22,1638.16,819.06,0.3333,2025,2,February
105676,2025-10-03,C2409,Cafeteira,Casa,1,982.9,0.15,638.88,AL,Nordeste,Boleto,Online,835.46,638.88,196.58,0.2353,2025,10,October
105677,2025-04-23,C1154,Monitor,Eletrônicos,2,842.84,0.1,573.13,AP,Norte,Boleto,Online,1517.11,1146.26,370.85,0.2444,2025,4,April
105678,2025-06-03,C0622,Headset,Eletrônicos,1,575.56,0.0,356.85,PR,Sul,PIX,Marketplace,575.56,356.85,218.71,0.38,2025,6,June
105679,2026-03-20,C1828,Teclado,Eletrônicos,1,144.04,0.15,86.42,SP,Sudeste,Cartão de débito,Marketplace,122.43,86.42,36.01,0.2941,2026,3,March
105680,2025-11-05,C2438,Aspirador,Casa,1,658.55,0.2,441.23,RO,Norte,PIX,Online,526.84,441.23,85.61,0.1625,2025,11,November
105681,2026-06-15,C0582,Smartphone,Eletrônicos,3,4335.32,0.0,3381.55,GO,Centro-Oeste,Cartão de crédito,Marketplace,13005.96,10144.65,2861.31,0.22,2026,6,June
105682,2025-12-20,C1347,Cabo USB,Acessórios,1,90.41,0.0,40.68,PE,Nordeste,Cartão de débito,Marketplace,90.41,40.68,49.73,0.55,2025,12,December
105683,2025-09-08,C1536,Cafeteira,Casa,1,315.37,0.05,204.99,MA,Nordeste,PIX,Marketplace,299.6,204.99,94.61,0.3158,2025,9,September
105684,2025-05-08,C0796,Hub USB,Acessórios,1,114.01,0.05,62.71,RO,Norte,Cartão de débito,Online,108.31,62.71,45.6,0.421,2025,5,May
105685,2025-08-29,C0434,Notebook,Eletrônicos,2,3953.62,0.05,2846.61,AC,Norte,Boleto,Marketplace,7511.88,5693.22,1818.66,0.2421,2025,8,August
105686,2026-06-15,C0685,Liquidificador,Casa,1,477.87,0.05,301.06,PI,Nordeste,Cartão de débito,Online,453.98,301.06,152.92,0.3368,2026,6,June
105687,2025-11-03,C1772,Monitor,Eletrônicos,1,1956.34,0.15,1330.31,AL,Nordeste,Boleto,Marketplace,1662.89,1330.31,332.58,0.2,2025,11,November
105688,2025-06-28,C2326,Luminária,Escritório,1,282.49,0.15,146.89,RO,Norte,Boleto,Marketplace,240.12,146.89,93.23,0.3883,2025,6,June
105689,2025-02-12,C1053,Smartphone,Eletrônicos,2,2971.02,0.2,2317.4,CE,Nordeste,PIX,Marketplace,4753.63,4634.8,118.83,0.025,2025,2,February
105690,2026-05-30,C1085,Cadeira,Escritório,2,2318.57,0.0,1623.0,SE,Nordeste,Cartão de crédito,Online,4637.14,3246.0,1391.14,0.3,2026,5,May
105691,2025-04-24,C1412,Cabo USB,Acessórios,1,33.38,0.05,15.02,MS,Centro-Oeste,Cartão de débito,Online,31.71,15.02,16.69,0.5263,2025,4,April
105692,2026-04-21,C0881,Carregador,Acessórios,1,206.6,0.0,103.3,SE,Nordeste,Boleto,Marketplace,206.6,103.3,103.3,0.5,2026,4,April
105693,2025-09-21,C2189,Cadeira,Escritório,2,756.18,0.15,529.33,AP,Norte,PIX,Marketplace,1285.51,1058.66,226.85,0.1765,2025,9,September
105694,2025-12-17,C1127,Liquidificador,Casa,2,210.77,0.1,132.79,AC,Norte,Cartão de crédito,Online,379.39,265.58,113.81,0.3,2025,12,December
105695,2025-11-04,C0958,Teclado,Eletrônicos,1,328.45,0.15,197.07,MS,Centro-Oeste,PIX,Marketplace,279.18,197.07,82.11,0.2941,2025,11,November
105696,2025-06-26,C0881,Cafeteira,Casa,1,448.84,0.1,291.75,MA,Nordeste,Cartão de débito,Online,403.96,291.75,112.21,0.2778,2025,6,June
