id_pedido;data_pedido;id_cliente;id_produto;id_localizacao;quantidade;preco_unitario;desconto;custo_unitario;forma_pagamento;canal;faturamento;custo_total;lucro;margem_lucro
105451;2025-07-11;C1082;1;16;1;776,88;0,05;497,2;Boleto;Online;738,04;497,2;240,84;0,3263
105452;2025-04-23;C0694;2;10;1;745,02;0,1;499,16;PIX;Online;670,52;499,16;171,36;0,2556
105453;2025-09-11;C0805;3;8;2;65,66;0,0;29,55;PIX;Marketplace;131,32;59,1;72,22;0,55
105454;2026-01-30;C0143;15;18;1;3677,57;0,0;2868,5;Boleto;Marketplace;3677,57;2868,5;809,07;0,22
105455;2025-10-28;C0339;2;23;2;305,62;0,1;204,77;Boleto;Marketplace;550,12;409,54;140,58;0,2555
105456;2025-06-20;C1698;12;23;1;2281,69;0,0;1551,55;PIX;Marketplace;2281,69;1551,55;730,14;0,32
105457;2025-09-01;C1848;7;14;3;885,27;0,0;548,87;PIX;Marketplace;2655,81;1646,61;1009,2;0,38
105458;2025-01-10;C1205;16;19;1;548,6;0,05;301,73;Cartão de crédito;Online;521,17;301,73;219,44;0,4211
105459;2025-11-24;C1610;16;20;2;187,97;0,0;103,38;Boleto;Online;375,94;206,76;169,18;0,45
105460;2025-03-20;C2013;17;21;1;179,84;0,0;107,9;Cartão de débito;Marketplace;179,84;107,9;71,94;0,4
105461;2025-03-21;C1661;7;18;2;858,1;0,1;532,02;Cartão de débito;Marketplace;1544,58;1064,04;480,54;0,3111
105462;2025-09-21;C0290;1;20;2;531,24;0,15;339,99;Cartão de crédito;Marketplace;903,11;679,98;223,13;0,2471
105463;2026-01-19;C1985;16;15;1;434,94;0,15;239,22;Cartão de débito;Marketplace;369,7;239,22;130,48;0,3529
105464;2025-01-15;C2047;10;6;2;149,21;0,2;77,59;Cartão de crédito;Online;238,74;155,18;83,56;0,35
105465;2026-04-29;C2095;5;27;1;1050,28;0,0;682,68;Cartão de débito;Marketplace;1050,28;682,68;367,6;0,35
105466;2026-06-19;C1663;10;26;1;245,65;0,05;127,74;Boleto;Marketplace;233,37;127,74;105,63;0,4526
105467;2025-12-10;C0978;10;17;1;95,83;0,1;49,83;PIX;Online;86,25;49,83;36,42;0,4223
105468;2026-02-23;C0065;5;13;1;1073,72;0,1;697,92;Cartão de crédito;Online;966,35;697,92;268,43;0,2778
105469;2026-04-09;C0357;1;17;1;777,55;0,0;497,63;PIX;Marketplace;777,55;497,63;279,92;0,36
105470;2026-05-26;C2330;7;2;1;281,57;0,0;174,57;PIX;Marketplace;281,57;174,57;107,0;0,38
105471;2025-06-11;C2043;2;5;3;1176,78;0,0;788,44;Cartão de débito;Marketplace;3530,34;2365,32;1165,02;0,33
105472;2025-08-08;C0579;6;22;2;55,96;0,05;27,98;Cartão de crédito;Marketplace;106,32;55,96;50,36;0,4737
105473;2025-04-18;C1706;6;22;4;182,96;0,0;91,48;Cartão de crédito;Online;731,84;365,92;365,92;0,5
105474;2025-01-20;C0852;2;16;1;1153,97;0,05;773,16;PIX;Marketplace;1096,27;773,16;323,11;0,2947
105475;2025-07-10;C1983;13;5;1;188,78;0,05;109,49;Cartão de débito;Marketplace;179,34;109,49;69,85;0,3895
105476;2025-07-09;C0605;7;18;1;386,53;0,0;239,65;PIX;Online;386,53;239,65;146,88;0,38
105477;2026-02-06;C2370;17;25;1;711,63;0,05;426,98;PIX;Marketplace;676,05;426,98;249,07;0,3684
105478;2025-03-29;C1617;17;19;1;591,62;0,1;354,97;Boleto;Online;532,46;354,97;177,49;0,3333
105479;2025-06-27;C1214;16;5;3;491,63;0,15;270,4;Cartão de débito;Marketplace;1253,66;811,2;442,46;0,3529
105480;2025-01-05;C1397;10;12;3;183,59;0,0;95,47;Boleto;Marketplace;550,77;286,41;264,36;0,48
105481;2026-05-06;C0270;9;18;4;164,88;0,0;103,87;Cartão de crédito;Marketplace;659,52;415,48;244,04;0,37
105482;2025-07-17;C2349;13;20;1;378,13;0,05;219,32;PIX;Marketplace;359,22;219,32;139,9;0,3895
105483;2026-02-25;C0891;12;10;1;1951,11;0,15;1326,75;Não informado;Marketplace;1658,44;1326,75;331,69;0,2
105484;2026-03-07;C1478;3;19;1;69,49;0,1;31,27;Boleto;Marketplace;62,54;31,27;31,27;0,5
105485;2026-02-20;C0252;3;6;2;31,03;0,05;13,96;PIX;Online;58,96;27,92;31,04;0,5265
105486;2025-08-29;C1845;9;14;2;474,22;0,0;298,76;PIX;Online;948,44;597,52;350,92;0,37
105487;2025-04-17;C1713;9;17;1;214,82;0,05;135,34;PIX;Marketplace;204,08;135,34;68,74;0,3368
105488;2025-07-05;C0595;13;3;1;158,09;0,0;91,69;Cartão de crédito;Marketplace;158,09;91,69;66,4;0,42
105489;2026-06-10;C0380;5;26;2;1073,88;0,1;698,02;Cartão de débito;Marketplace;1932,98;1396,04;536,94;0,2778
105490;2025-07-28;C0426;3;12;1;28,07;0,1;12,63;PIX;Online;25,26;12,63;12,63;0,5
105491;2025-01-16;C2074;4;26;2;970,3;0,05;679,21;PIX;Marketplace;1843,57;1358,42;485,15;0,2632
105492;2025-11-27;C0359;5;23;4;517,83;0,05;336,59;PIX;Online;1967,75;1346,36;621,39;0,3158
105493;2026-03-27;C0319;15;20;2;4854,61;0,2;3786,6;Cartão de débito;Online;7767,38;7573,2;194,18;0,025
105494;2025-09-25;C1828;11;23;2;1522,52;0,15;1035,31;Cartão de débito;Online;2588,28;2070,62;517,66;0,2
105495;2025-11-06;C0442;4;18;1;1320,33;0,05;924,23;Cartão de débito;Online;1254,31;924,23;330,08;0,2632
105496;2025-05-17;C2334;16;10;4;395,93;0,1;217,76;Cartão de crédito;Online;1425,35;871,04;554,31;0,3889
105497;2025-11-07;C1420;6;14;1;184,86;0,05;92,43;Cartão de crédito;Online;175,62;92,43;83,19;0,4737
105498;2025-06-30;C1513;10;6;4;271,02;0,0;140,93;Não informado;Online;1084,08;563,72;520,36;0,48
105499;2025-12-13;C0409;10;8;1;374,61;0,2;194,8;Cartão de débito;Marketplace;299,69;194,8;104,89;0,35
105500;2025-10-25;C1582;3;10;1;28,04;0,1;12,62;PIX;Online;25,24;12,62;12,62;0,5
105501;2026-04-09;C0082;1;5;1;767,73;0,1;491,35;Boleto;Marketplace;690,96;491,35;199,61;0,2889
105502;2025-05-11;C2041;15;4;2;2935,53;0,05;2289,71;PIX;Online;5577,51;4579,42;998,09;0,1789
105503;2025-06-28;C0443;15;6;1;3114,59;0,1;2429,38;Cartão de crédito;Marketplace;2803,13;2429,38;373,75;0,1333
105504;2025-05-24;C2434;3;16;1;98,88;0,15;44,5;Cartão de crédito;Marketplace;84,05;44,5;39,55;0,4706
105505;2025-07-20;C0267;7;25;2;883,3;0,1;547,65;Boleto;Marketplace;1589,94;1095,3;494,64;0,3111
105506;2025-09-22;C2013;16;8;4;107,14;0,1;58,93;Cartão de débito;Marketplace;385,7;235,72;149,98;0,3889
105507;2025-09-10;C0495;11;16;1;935,8;0,1;636,34;Boleto;Online;842,22;636,34;205,88;0,2444
105508;2025-04-25;C1209;10;16;2;253,28;0,1;131,71;Cartão de crédito;Online;455,9;263,42;192,48;0,4222
105509;2025-05-09;C1551;3;27;1;42,51;0,05;19,13;Cartão de crédito;Marketplace;40,38;19,13;21,25;0,5263
105510;2025-09-22;C0531;15;15;1;3640,31;0,0;2839,44;Boleto;Online;3640,31;2839,44;800,87;0,22
105511;2025-02-27;C0894;10;4;1;286,82;0,0;149,15;Cartão de débito;Online;286,82;149,15;137,67;0,48
105512;2025-08-04;C0609;17;23;2;794,2;0,05;476,52;PIX;Online;1508,98;953,04;555,94;0,3684
105513;2026-01-09;C2372;11;25;1;1370,36;0,15;931,84;Boleto;Online;1164,81;931,84;232,97;0,2
105514;2026-01-06;C2097;6;18;4;190,72;0,1;95,36;Não informado;Marketplace;686,59;381,44;305,15;0,4444
105515;2025-08-21;C1998;2;9;2;495,19;0,05;331,78;Boleto;Online;940,86;663,56;277,3;0,2947
105516;2026-04-18;C0475;15;3;4;2748,88;0,15;2144,13;PIX;Marketplace;9346,19;8576,52;769,67;0,0824
105517;2025-07-19;C2481;11;14;1;990,88;0,0;673,8;PIX;Online;990,88;673,8;317,08;0,32
105518;2026-02-27;C0965;2;25;2;326,42;0,05;218,7;Cartão de débito;Marketplace;620,2;437,4;182,8;0,2947
105519;2025-10-11;C0498;4;7;1;908,75;0,1;636,12;PIX;Online;817,88;636,12;181,76;0,2222
105520;2025-11-16;C2319;15;15;2;2053,23;0,15;1601,52;PIX;Marketplace;3490,49;3203,04;287,45;0,0824
105521;2026-02-16;C1895;12;13;3;964,66;0,15;655,97;PIX;Marketplace;2459,88;1967,91;491,97;0,2
105522;2025-02-03;C1267;2;14;1;1222,52;0,0;819,09;Boleto;Marketplace;1222,52;819,09;403,43;0,33
105523;2025-07-25;C1509;14;27;1;4116,59;0,05;2963,94;Cartão de débito;Online;3910,76;2963,94;946,82;0,2421
105524;2026-03-29;C2337;3;3;3;59,08;0,0;26,59;Cartão de crédito;Online;177,24;79,77;97,47;0,5499
105525;2025-12-29;C0404;16;27;2;241,47;0,05;132,81;Cartão de débito;Marketplace;458,79;265,62;193,17;0,421
105526;2025-04-16;C1486;10;19;2;167,02;0,1;86,85;Boleto;Online;300,64;173,7;126,94;0,4222
105527;2025-06-06;C2309;6;10;1;60,53;0,0;30,27;Cartão de crédito;Online;60,53;30,27;30,26;0,4999
105528;2025-01-05;C0735;14;1;2;3745,64;0,0;2696,86;Cartão de crédito;Marketplace;7491,28;5393,72;2097,56;0,28
105529;2025-09-20;C1826;3;15;1;65,78;0,1;29,6;PIX;Online;59,2;29,6;29,6;0,5
105530;2026-05-09;C2065;1;17;1;732,62;0,0;468,88;PIX;Marketplace;732,62;468,88;263,74;0,36
105531;2025-11-17;C1544;9;20;4;255,94;0,0;161,24;Cartão de débito;Online;1023,76;644,96;378,8;0,37
105532;2025-09-09;C2286;5;2;1;507,54;0,1;329,9;PIX;Online;456,79;329,9;126,89;0,2778
105533;2025-08-01;C1192;12;6;2;2125,57;0,05;1445,39;Cartão de crédito;Online;4038,58;2890,78;1147,8;0,2842
105534;2025-05-01;C1730;12;16;2;1430,06;0,1;972,44;PIX;Online;2574,11;1944,88;629,23;0,2444
105535;2026-01-10;C2319;5;8;1;1195,36;0,15;776,98;Boleto;Marketplace;1016,06;776,98;239,08;0,2353
105536;2025-07-28;C1167;5;21;2;851,41;0,15;553,42;Cartão de crédito;Marketplace;1447,4;1106,84;340,56;0,2353
105537;2025-06-05;C0410;17;20;2;471,92;0,0;283,15;Cartão de crédito;Marketplace;943,84;566,3;377,54;0,4
105538;2025-06-18;C0901;5;3;1;1128,61;0,05;733,6;Cartão de crédito;Online;1072,18;733,6;338,58;0,3158
105539;2025-03-04;C0632;14;5;4;3324,38;0,05;2393,55;Boleto;Marketplace;12632,64;9574,2;3058,44;0,2421
105540;2025-05-24;C1458;14;15;1;5589,63;0,0;4024,53;Boleto;Marketplace;5589,63;4024,53;1565,1;0,28
105541;2025-03-07;C0285;2;4;2;1102,0;0,0;738,34;Boleto;Online;2204,0;1476,68;727,32;0,33
105542;2026-02-05;C1020;6;6;2;163,11;0,05;81,56;Cartão de crédito;Online;309,91;163,12;146,79;0,4737
105543;2026-05-30;C1075;1;17;4;400,72;0,0;256,46;PIX;Online;1602,88;1025,84;577,04;0,36
105544;2025-11-25;C0042;2;23;2;1001,88;0,0;671,26;PIX;Marketplace;2003,76;1342,52;661,24;0,33
105545;2026-06-18;C1542;13;3;2;338,24;0,0;196,18;Cartão de crédito;Online;676,48;392,36;284,12;0,42
105546;2026-05-08;C0928;16;20;1;559,84;0,0;307,91;PIX;Online;559,84;307,91;251,93;0,45
105547;2025-02-23;C0730;9;7;2;396,71;0,05;249,93;Cartão de débito;Online;753,75;499,86;253,89;0,3368
105548;2025-12-20;C1357;11;8;2;443,55;0,0;301,61;PIX;Marketplace;887,1;603,22;283,88;0,32
105549;2025-11-12;C2256;9;25;3;355,82;0,0;224,17;PIX;Online;1067,46;672,51;394,95;0,37
105550;2025-04-18;C2251;11;14;3;1145,98;0,2;779,27;Cartão de débito;Online;2750,35;2337,81;412,54;0,15
105551;2026-04-08;C1869;17;4;1;528,61;0,0;317,17;PIX;Online;528,61;317,17;211,44;0,4
105552;2025-01-27;C0856;15;11;1;3764,55;0,0;2936,35;Cartão de débito;Marketplace;3764,55;2936,35;828,2;0,22
105553;2026-06-05;C0277;13;7;1;143,08;0,1;82,99;Boleto;Online;128,77;82,99;45,78;0,3555
105554;2026-04-04;C1339;4;2;5;2269,24;0,0;1588,47;Cartão de débito;Marketplace;11346,2;7942,35;3403,85;0,3
105555;2025-02-27;C2023;12;3;2;1467,43;0,15;997,85;Cartão de débito;Online;2494,63;1995,7;498,93;0,2
105556;2025-07-05;C0649;14;27;1;4134,36;0,05;2976,74;Cartão de débito;Online;3927,64;2976,74;950,9;0,2421
105557;2026-05-16;C1171;7;6;1;223,99;0,0;138,87;PIX;Marketplace;223,99;138,87;85,12;0,38
105558;2026-01-12;C1630;7;24;4;448,32;0,0;277,96;PIX;Online;1793,28;1111,84;681,44;0,38
105559;2025-11-01;C0308;9;4;2;359,26;0,15;226,33;Boleto;Marketplace;610,74;452,66;158,08;0,2588
105560;2026-04-08;C2276;5;2;3;1179,08;0,0;766,4;PIX;Marketplace;3537,24;2299,2;1238,04;0,35
105561;2025-11-16;C2039;10;10;1;266,74;0,15;138,7;Boleto;Marketplace;226,73;138,7;88,03;0,3883
105562;2025-11-26;C0482;14;11;2;5515,5;0,15;3971,16;Boleto;Marketplace;9376,35;7942,32;1434,03;0,1529
105563;2025-10-14;C1381;10;10;1;199,7;0,1;103,84;Cartão de débito;Marketplace;179,73;103,84;75,89;0,4222
105564;2026-05-31;C1870;10;20;1;359,23;0,05;186,8;Boleto;Marketplace;341,27;186,8;154,47;0,4526
105565;2025-02-18;C1227;12;3;2;1433,02;0,0;974,45;Boleto;Online;2866,04;1948,9;917,14;0,32
105566;2025-07-07;C2067;6;18;1;193,21;0,0;96,61;Boleto;Marketplace;193,21;96,61;96,6;0,5
105567;2025-06-16;C0114;14;8;2;3052,66;0,0;2197,92;Cartão de débito;Online;6105,32;4395,84;1709,48;0,28
105568;2025-06-28;C2380;14;27;3;5024,85;0,0;3617,89;Boleto;Online;15074,55;10853,67;4220,88;0,28
105569;2026-01-23;C0998;8;6;1;238,17;0,15;130,99;Boleto;Marketplace;202,44;130,99;71,45;0,3529
105570;2025-04-04;C1291;8;10;2;108,94;0,05;59,92;PIX;Marketplace;206,99;119,84;87,15;0,421
105571;2025-11-17;C0916;1;9;3;992,94;0,0;635,48;PIX;Online;2978,82;1906,44;1072,38;0,36
105572;2025-12-22;C0913;10;7;4;375,12;0,1;195,06;PIX;Online;1350,43;780,24;570,19;0,4222
105573;2026-04-30;C1318;13;11;1;496,4;0,05;287,91;Cartão de crédito;Online;471,58;287,91;183,67;0,3895
105574;2025-11-06;C2356;8;6;1;248,55;0,0;136,7;Boleto;Online;248,55;136,7;111,85;0,45
105575;2026-03-10;C0105;5;11;2;810,16;0,0;526,6;PIX;Online;1620,32;1053,2;567,12;0,35
105576;2025-11-26;C2479;9;3;2;424,85;0,0;267,66;Boleto;Marketplace;849,7;535,32;314,38;0,37
105577;2025-01-29;C1484;12;16;2;1360,64;0,05;925,24;PIX;Marketplace;2585,22;1850,48;734,74;0,2842
105578;2025-06-22;C0365;2;9;1;624,61;0,0;418,49;PIX;Online;624,61;418,49;206,12;0,33
105579;2025-07-11;C2234;6;12;2;239,85;0,0;119,92;Cartão de crédito;Marketplace;479,7;239,84;239,86;0,5
105580;2025-06-28;C1329;3;10;1;76,49;0,0;34,42;Cartão de crédito;Online;76,49;34,42;42,07;0,55
105581;2026-04-14;C1515;5;27;3;959,13;0,2;623,43;Boleto;Marketplace;2301,91;1870,29;431,62;0,1875
105582;2026-02-16;C0380;14;23;3;3983,18;0,0;2867,89;PIX;Online;11949,54;8603,67;3345,87;0,28
105583;2025-09-26;C2280;7;4;1;785,87;0,0;487,24;PIX;Marketplace;785,87;487,24;298,63;0,38
105584;2026-05-12;C1897;7;18;2;669,88;0,05;415,33;Cartão de débito;Marketplace;1272,77;830,66;442,11;0,3474
105585;2026-01-19;C1592;17;26;2;569,97;0,0;341,98;Boleto;Online;1139,94;683,96;455,98;0,4
105586;2025-07-02;C2038;6;5;1;53,89;0,0;26,95;PIX;Online;53,89;26,95;26,94;0,4999
105587;2025-01-28;C1061;13;12;1;326,27;0,1;189,24;Cartão de crédito;Marketplace;293,64;189,24;104,4;0,3555
105588;2025-07-30;C1069;8;3;2;273,78;0,05;150,58;Boleto;Online;520,18;301,16;219,02;0,421
105589;2026-05-04;C1469;5;12;2;711,92;0,1;462,75;Cartão de crédito;Online;1281,46;925,5;355,96;0,2778
105590;2026-06-26;C2040;8;3;3;104,86;0,05;57,67;Cartão de crédito;Online;298,85;173,01;125,84;0,4211
105591;2025-08-28;C1939;1;23;2;914,19;0,15;585,08;Cartão de débito;Online;1554,12;1170,16;383,96;0,2471
105592;2025-08-29;C0682;2;14;1;1036,87;0,05;694,7;Boleto;Online;985,03;694,7;290,33;0,2947
105593;2026-05-17;C2062;13;1;1;332,71;0,0;192,97;Boleto;Online;332,71;192,97;139,74;0,42
105594;2025-03-12;C0787;6;27;2;84,43;0,1;42,22;Cartão de débito;Online;151,97;84,44;67,53;0,4444
105595;2025-11-09;C1155;12;10;1;1885,86;0,1;1282,38;Cartão de crédito;Marketplace;1697,27;1282,38;414,89;0,2444
105596;2025-04-11;C1702;6;22;3;167,23;0,05;83,61;Cartão de crédito;Marketplace;476,61;250,83;225,78;0,4737
105597;2025-12-15;C2422;13;24;1;375,39;0,15;217,73;PIX;Online;319,08;217,73;101,35;0,3176
105598;2025-10-09;C0400;13;4;1;376,73;0,05;218,5;Cartão de débito;Online;357,89;218,5;139,39;0,3895
105599;2026-05-22;C2017;1;11;2;446,73;0,0;285,91;PIX;Marketplace;893,46;571,82;321,64;0,36
105600;2025-12-07;C0373;7;9;1;317,22;0,15;196,68;Cartão de crédito;Online;269,64;196,68;72,96;0,2706
105601;2026-05-28;C0669;10;10;2;95,0;0,1;49,4;Cartão de débito;Marketplace;171,0;98,8;72,2;0,4222
105602;2026-01-12;C1179;10;25;1;106,03;0,05;55,14;Cartão de crédito;Online;100,73;55,14;45,59;0,4526
105603;2025-06-18;C0179;10;16;1;382,4;0,1;198,85;Cartão de crédito;Marketplace;344,16;198,85;145,31;0,4222
105604;2026-03-20;C1166;16;23;2;418,07;0,1;229,94;Boleto;Online;752,53;459,88;292,65;0,3889
105605;2025-04-30;C1005;13;8;3;219,73;0,1;127,44;Cartão de crédito;Online;593,27;382,32;210,95;0,3556
105606;2025-09-20;C2482;2;27;1;1398,84;0,2;937,22;PIX;Online;1119,07;937,22;181,85;0,1625
105607;2025-03-26;C2158;13;16;1;475,01;0,15;275,51;PIX;Marketplace;403,76;275,51;128,25;0,3176
105608;2026-03-26;C0577;2;4;1;832,74;0,0;557,94;Cartão de crédito;Marketplace;832,74;557,94;274,8;0,33
105609;2025-09-14;C1256;8;15;5;229,36;0,05;126,15;Boleto;Online;1089,46;630,75;458,71;0,421
105610;2025-01-02;C1077;2;6;3;656,95;0,15;440,16;PIX;Marketplace;1675,22;1320,48;354,74;0,2118
105611;2026-01-07;C1987;10;10;1;101,83;0,0;52,95;Cartão de débito;Marketplace;101,83;52,95;48,88;0,48
105612;2026-06-08;C2093;13;10;1;414,83;0,0;240,6;Cartão de crédito;Online;414,83;240,6;174,23;0,42
105613;2025-09-14;C0976;14;18;5;4164,81;0,05;2998,66;Cartão de crédito;Online;19782,85;14993,3;4789,55;0,2421
105614;2025-08-18;C1790;17;16;2;532,22;0,05;319,33;Cartão de débito;Online;1011,22;638,66;372,56;0,3684
105615;2026-05-12;C1982;8;25;3;109,15;0,1;60,03;Cartão de crédito;Marketplace;294,71;180,09;114,62;0,3889
105616;2025-06-05;C0669;2;4;1;455,21;0,0;304,99;Cartão de crédito;Online;455,21;304,99;150,22;0,33
105617;2025-08-04;C1127;6;24;2;87,21;0,05;43,6;Cartão de débito;Marketplace;165,7;87,2;78,5;0,4737
105618;2025-02-14;C1821;13;23;1;108,91;0,05;63,17;Boleto;Online;103,46;63,17;40,29;0,3894
105619;2026-03-16;C0968;12;13;1;1772,37;0,15;1205,21;Boleto;Marketplace;1506,51;1205,21;301,3;0,2
105620;2025-08-20;C1528;5;9;1;1192,23;0,05;774,95;Cartão de débito;Marketplace;1132,62;774,95;357,67;0,3158
105621;2025-12-31;C2237;11;5;3;1656,92;0,2;1126,71;Cartão de débito;Online;3976,61;3380,13;596,48;0,15
105622;2025-10-15;C1514;6;15;3;195,45;0,05;97,72;Cartão de crédito;Online;557,03;293,16;263,87;0,4737
105623;2025-10-04;C0743;17;13;2;447,84;0,15;268,7;Cartão de débito;Marketplace;761,33;537,4;223,93;0,2941
105624;2025-01-03;C1687;13;1;1;164,2;0,15;95,24;PIX;Marketplace;139,57;95,24;44,33;0,3176
105625;2025-11-13;C0801;5;8;1;763,84;0,05;496,5;Boleto;Online;725,65;496,5;229,15;0,3158
105626;2025-10-04;C0207;14;23;3;5550,91;0,1;3996,66;Cartão de débito;Marketplace;14987,46;11989,98;2997,48;0,2
105627;2025-10-11;C0803;13;11;3;487,88;0,1;282,97;Cartão de crédito;Online;1317,28;848,91;468,37;0,3556
105628;2025-08-19;C0458;3;5;1;37,72;0,0;16,97;Cartão de crédito;Marketplace;37,72;16,97;20,75;0,5501
105629;2025-11-10;C1043;7;26;1;329,34;0,05;204,19;Boleto;Online;312,87;204,19;108,68;0,3474
105630;2025-03-27;C0685;13;12;1;340,16;0,05;197,29;Boleto;Online;323,15;197,29;125,86;0,3895
105631;2025-05-31;C1243;12;27;3;1724,02;0,05;1172,33;Cartão de débito;Marketplace;4913,46;3516,99;1396,47;0,2842
105632;2025-10-15;C1192;7;25;2;419,96;0,2;260,38;Boleto;Online;671,94;520,76;151,18;0,225
105633;2025-05-27;C2214;11;25;1;544,04;0,1;369,95;Boleto;Marketplace;489,64;369,95;119,69;0,2444
105634;2026-03-13;C1662;17;13;1;739,89;0,15;443,93;Cartão de crédito;Online;628,91;443,93;184,98;0,2941
105635;2025-10-10;C1216;11;20;4;1602,28;0,05;1089,55;Cartão de crédito;Online;6088,66;4358,2;1730,46;0,2842
105636;2025-08-16;C0399;13;19;1;222,59;0,05;129,1;Cartão de crédito;Online;211,46;129,1;82,36;0,3895
105637;2025-08-09;C1581;14;6;3;5126,4;0,0;3691,01;Cartão de débito;Marketplace;15379,2;11073,03;4306,17;0,28
105638;2025-10-04;C1848;1;21;4;871,93;0,0;558,04;PIX;Marketplace;3487,72;2232,16;1255,56;0,36
105639;2025-03-18;C1591;6;24;1;59,49;0,0;29,75;Cartão de crédito;Online;59,49;29,75;29,74;0,4999
105640;2026-02-21;C0794;5;27;5;674,58;0,0;438,48;Cartão de crédito;Online;3372,9;2192,4;1180,5;0,35
105641;2026-06-18;C0129;13;19;2;166,34;0,1;96,48;Cartão de crédito;Online;299,41;192,96;106,45;0,3555
105642;2025-06-06;C0953;16;25;1;281,46;0,05;154,8;PIX;Online;267,39;154,8;112,59;0,4211
105643;2025-06-13;C0625;11;22;2;921,61;0,1;626,69;Boleto;Marketplace;1658,9;1253,38;405,52;0,2445
105644;2026-05-22;C1541;2;6;1;346,09;0,1;231,88;PIX;Marketplace;311,48;231,88;79,6;0,2556
105645;2025-07-31;C1577;12;6;1;1339,0;0,1;910,52;Cartão de débito;Online;1205,1;910,52;294,58;0,2444
105646;2025-06-13;C1048;3;18;1;56,15;0,05;25,27;Cartão de débito;Marketplace;53,34;25,27;28,07;0,5262
105647;2026-02-04;C0303;8;16;1;221,68;0,05;121,92;PIX;Marketplace;210,6;121,92;88,68;0,4211
105648;2025-05-27;C1206;7;7;2;278,02;0,0;172,37;Boleto;Marketplace;556,04;344,74;211,3;0,38
105649;2026-01-11;C1184;13;5;2;303,61;0,05;176,09;Boleto;Online;576,86;352,18;224,68;0,3895
105650;2025-02-10;C0775;16;17;1;475,37;0,05;261,45;Cartão de débito;Online;451,6;261,45;190,15;0,4211
105651;2026-03-15;C0191;17;12;1;366,05;0,0;219,63;PIX;Online;366,05;219,63;146,42;0,4
105652;2025-04-09;C1303;15;15;1;1734,24;0,0;1352,71;Cartão de crédito;Marketplace;1734,24;1352,71;381,53;0,22
105653;2026-04-22;C0250;5;9;2;615,89;0,05;400,33;Cartão de débito;Marketplace;1170,19;800,66;369,53;0,3158
105654;2026-01-14;C1443;6;2;5;178,98;0,15;89,49;PIX;Marketplace;760,66;447,45;313,21;0,4118
105655;2026-04-05;C1529;2;4;2;811,19;0,05;543,5;Boleto;Marketplace;1541,26;1087,0;454,26;0,2947
105656;2025-12-24;C1198;13;11;4;345,46;0,1;200,37;PIX;Online;1243,66;801,48;442,18;0,3555
105657;2026-06-27;C0687;16;12;2;263,31;0,05;144,82;Boleto;Marketplace;500,29;289,64;210,65;0,4211
105658;2026-04-09;C2141;12;17;3;2273,2;0,15;1545,78;Cartão de débito;Marketplace;5796,66;4637,34;1159,32;0,2
105659;2025-02-28;C2096;1;20;1;670,96;0,05;429,41;Boleto;Marketplace;637,41;429,41;208,0;0,3263
105660;2025-04-21;C0441;11;14;3;1832,36;0,15;1246,0;Cartão de débito;Marketplace;4672,52;3738,0;934,52;0,2
105661;2026-05-09;C0291;10;18;2;285,6;0,1;148,51;Boleto;Marketplace;514,08;297,02;217,06;0,4222
105662;2025-08-10;C1799;7;18;3;165,2;0,0;102,42;PIX;Marketplace;495,6;307,26;188,34;0,38
105663;2025-11-22;C0303;5;25;3;759,49;0,05;493,67;Cartão de crédito;Marketplace;2164,55;1481,01;683,54;0,3158
105664;2025-07-05;C0171;5;14;2;445,69;0,0;289,7;Cartão de crédito;Online;891,38;579,4;311,98;0,35
105665;2025-11-16;C1669;9;17;1;583,27;0,1;367,46;Cartão de débito;Marketplace;524,94;367,46;157,48;0,3
105666;2025-02-28;C0866;15;20;1;2312,43;0,2;1803,7;Cartão de débito;Online;1849,94;1803,7;46,24;0,025
105667;2025-09-30;C0164;6;23;1;68,28;0,0;34,14;Cartão de crédito;Online;68,28;34,14;34,14;0,5
105668;2025-01-29;C1884;8;12;1;138,19;0,1;76,0;Cartão de crédito;Marketplace;124,37;76,0;48,37;0,3889
105669;2025-08-28;C1949;8;22;1;220,13;0,2;121,07;Cartão de débito;Marketplace;176,1;121,07;55,03;0,3125
105670;2025-06-23;C2009;11;26;1;1882,36;0,0;1280,0;Boleto;Marketplace;1882,36;1280,0;602,36;0,32
105671;2025-10-27;C0212;8;9;1;231,59;0,0;127,37;Cartão de débito;Online;231,59;127,37;104,22;0,45
105672;2026-02-12;C1562;11;8;2;514,16;0,0;349,63;Cartão de crédito;Marketplace;1028,32;699,26;329,06;0,32
105673;2026-04-10;C0168;1;26;1;343,65;0,0;219,94;Cartão de débito;Online;343,65;219,94;123,71;0,36
105674;2025-04-30;C0694;13;7;2;315,03;0,0;182,72;Cartão de crédito;Marketplace;630,06;365,44;264,62;0,42
105675;2025-02-06;C0500;17;13;4;682,56;0,1;409,54;Cartão de crédito;Marketplace;2457,22;1638,16;819,06;0,3333
105676;2025-10-03;C2409;5;2;1;982,9;0,15;638,88;Boleto;Online;835,46;638,88;196,58;0,2353
105677;2025-04-23;C1154;12;4;2;842,84;0,1;573,13;Boleto;Online;1517,11;1146,26;370,85;0,2444
105678;2025-06-03;C0622;7;18;1;575,56;0,0;356,85;PIX;Marketplace;575,56;356,85;218,71;0,38
105679;2026-03-20;C1828;17;26;1;144,04;0,15;86,42;Cartão de débito;Marketplace;122,43;86,42;36,01;0,2941
