id_pedido,data_pedido,id_cliente,produto,categoria,quantidade,preco_unitario,desconto,custo_unitario,estado,regiao,forma_pagamento,canal
105522,2025-02-03,C1267,Aspirador,Casa,1,1222.52,0,819.09,PA,Norte,Boleto,Marketplace
105523,2025-07-25,C1509,Notebook,Eletrônicos,1,4116.59,0.05,2963.94,TO,Norte,Cartão de débito,Online
105524,2026-03-29,C2337,Cabo USB,Acessórios,3,59.08,0,26.59,AM,Norte,Cartão de crédito,Online
105525,2025-12-29,C0404,Suporte para Monitor,Escritório,2,241.47,0.05,132.81,TO,Norte,Cartão de débito,Marketplace
105526,2025-04-16,C1486,Luminária,Escritório,2,167.02,0.1,86.85,RJ,Sudeste,Boleto,Online
105527,2025-06-06,C2309,Carregador,Acessórios,1,60.53,0,30.27,MA,Nordeste,Cartão de crédito,Online
105528,2025-01-05,C0735,Notebook,Eletrônicos,2,3745.64,0,2696.86,AC,Norte,Cartão de crédito,Marketplace
105529,2025-09-20,C1826,Cabo USB,Acessórios,1,65.78,0.1,29.6,PB,Nordeste,PIX,Online
105530,2026-05-09,C2065,Air Fryer,Casa,1,732.62,0,468.88,PI,Nordeste,PIX,Marketplace
105531,2025-11-17,C1544,Liquidificador,Casa,4,255.94,0,161.24,RN,Nordeste,Cartão de débito,Online
105532,2025-09-09,C2286,Cafeteira,Casa,1,507.54,0.1,329.9,AL,Nordeste,PIX,Online
105533,2025-08-01,C1192,Monitor,Eletrônicos,2,2125.57,0.05,1445.39,CE,Nordeste,Cartão de crédito,Online
105534,2025-05-01,C1730,Monitor,Eletrônicos,2,1430.06,0.1,972.44,PE,Nordeste,PIX,Online
105535,2026-01-10,C2319,Cafeteira,Casa,1,1195.36,0.15,776.98,ES,Sudeste,Boleto,Marketplace
105536,2025-07-28,C1167,Cafeteira,Casa,2,851.41,0.15,553.42,RO,Norte,Cartão de crédito,Marketplace
105537,2025-06-05,C0410,Teclado,Eletrônicos,2,471.92,0,283.15,RN,Nordeste,Cartão de crédito,Marketplace
105538,2025-06-18,C0901,Cafeteira,Casa,1,1128.61,0.05,733.6,AM,Norte,Cartão de crédito,Online
105539,2025-03-04,C0632,Notebook,Eletrônicos,4,3324.38,0.05,2393.55,BA,Nordeste,Boleto,Marketplace
105540,2025-05-24,C1458,Notebook,Eletrônicos,1,5589.63,0,4024.53,PB,Nordeste,Boleto,Marketplace
105541,2025-03-07,C0285,Aspirador,Casa,2,1102.0,0,738.34,AP,Norte,Boleto,Online
105542,2026-02-05,C1020,Carregador,Acessórios,2,163.11,0.05,81.56,CE,Nordeste,Cartão de crédito,Online
105543,2026-05-30,C1075,Air Fryer,Casa,4,400.72,0,256.46,PI,Nordeste,PIX,Online
105544,2025-11-25,C0042,Aspirador,Casa,2,1001.88,0,671.26,RS,Sul,PIX,Marketplace
105545,2026-06-18,C1542,Mouse,Eletrônicos,2,338.24,0,196.18,AM,Norte,Cartão de crédito,Online
105546,2026-05-08,C0928,Suporte para Monitor,Escritório,1,559.84,0,307.91,RN,Nordeste,PIX,Online
105547,2025-02-23,C0730,Liquidificador,Casa,2,396.71,0.05,249.93,DF,Centro-Oeste,Cartão de débito,Online
105548,2025-12-20,C1357,Mesa,Escritório,2,443.55,0,301.61,ES,Sudeste,PIX,Marketplace
105549,2025-11-12,C2256,Liquidificador,Casa,3,355.82,0,224.17,SE,Nordeste,PIX,Online
105550,2025-04-18,C2251,Mesa,Escritório,3,1145.98,0.2,779.27,PA,Norte,Cartão de débito,Online
105551,2026-04-08,C1869,Teclado,Eletrônicos,1,528.61,0,317.17,AP,Norte,PIX,Online
105552,2025-01-27,C0856,Smartphone,Eletrônicos,1,3764.55,0,2936.35,MG,Sudeste,Cartão de débito,Marketplace
105553,2026-06-05,C0277,Mouse,Eletrônicos,1,143.08,0.1,82.99,DF,Centro-Oeste,Boleto,Online
105554,2026-04-04,C1339,Cadeira,Escritório,5,2269.24,0,1588.47,AL,Nordeste,Cartão de débito,Marketplace
105555,2025-02-27,C2023,Monitor,Eletrônicos,2,1467.43,0.15,997.85,AM,Norte,Cartão de débito,Online
105556,2025-07-05,C0649,Notebook,Eletrônicos,1,4134.36,0.05,2976.74,TO,Norte,Cartão de débito,Online
105557,2026-05-16,C1171,Headset,Eletrônicos,1,223.99,0,138.87,CE,Nordeste,PIX,Marketplace
105558,2026-01-12,C1630,Headset,Eletrônicos,4,448.32,0,277.96,SC,Sul,PIX,Online
105559,2025-11-01,C0308,Liquidificador,Casa,2,359.26,0.15,226.33,AP,Norte,Boleto,Marketplace
105560,2026-04-08,C2276,Cafeteira,Casa,3,1179.08,0,766.4,AL,Nordeste,PIX,Marketplace
105561,2025-11-16,C2039,Luminária,Escritório,1,266.74,0.15,138.7,MA,Nordeste,Boleto,Marketplace
105562,2025-11-26,C0482,Notebook,Eletrônicos,2,5515.5,0.15,3971.16,MG,Sudeste,Boleto,Marketplace
105563,2025-10-14,C1381,Luminária,Escritório,1,199.7,0.1,103.84,MA,Nordeste,Cartão de débito,Marketplace
105564,2026-05-31,C1870,Luminária,Escritório,1,359.23,0.05,186.8,RN,Nordeste,Boleto,Marketplace
105565,2025-02-18,C1227,Monitor,Eletrônicos,2,1433.02,0,974.45,AM,Norte,Boleto,Online
105566,2025-07-07,C2067,Carregador,Acessórios,1,193.21,0,96.61,PR,Sul,Boleto,Marketplace
105567,2025-06-16,C0114,Notebook,Eletrônicos,2,3052.66,0,2197.92,ES,Sudeste,Cartão de débito,Online
105568,2025-06-28,C2380,Notebook,Eletrônicos,3,5024.85,0,3617.89,TO,Norte,Boleto,Online
105569,2026-01-23,C0998,Hub USB,Acessórios,1,238.17,0.15,130.99,CE,Nordeste,Boleto,Marketplace
105570,2025-04-04,C1291,Hub USB,Acessórios,2,108.94,0.05,59.92,MA,Nordeste,PIX,Marketplace
105571,2025-11-17,C0916,Air Fryer,Casa,3,992.94,0,635.48,GO,Centro-Oeste,PIX,Online
105572,2025-12-22,C0913,Luminária,Escritório,4,375.12,0.1,195.06,DF,Centro-Oeste,PIX,Online
105573,2026-04-30,C1318,Mouse,Eletrônicos,1,496.4,0.05,287.91,MG,Sudeste,Cartão de crédito,Online
105574,2025-11-06,C2356,Hub USB,Acessórios,1,248.55,0,136.7,CE,Nordeste,Boleto,Online
105575,2026-03-10,C0105,Cafeteira,Casa,2,810.16,0,526.6,MG,Sudeste,PIX,Online
105576,2025-11-26,C2479,Liquidificador,Casa,2,424.85,0,267.66,AM,Norte,Boleto,Marketplace
105577,2025-01-29,C1484,Monitor,Eletrônicos,2,1360.64,0.05,925.24,PE,Nordeste,PIX,Marketplace
105578,2025-06-22,C0365,Aspirador,Casa,1,624.61,0,418.49,GO,Centro-Oeste,PIX,Online
105579,2025-07-11,C2234,Carregador,Acessórios,2,239.85,0,119.92,MS,Centro-Oeste,Cartão de crédito,Marketplace
105580,2025-06-28,C1329,Cabo USB,Acessórios,1,76.49,0,34.42,MA,Nordeste,Cartão de crédito,Online
105581,2026-04-14,C1515,Cafeteira,Casa,3,959.13,0.2,623.43,TO,Norte,Boleto,Marketplace
105582,2026-02-16,C0380,Notebook,Eletrônicos,3,3983.18,0,2867.89,RS,Sul,PIX,Online
105583,2025-09-26,C2280,Headset,Eletrônicos,1,785.87,0,487.24,AP,Norte,PIX,Marketplace
105584,2026-05-12,C1897,Headset,Eletrônicos,2,669.88,0.05,415.33,PR,Sul,Cartão de débito,Marketplace
105585,2026-01-19,C1592,Teclado,Eletrônicos,2,569.97,0,341.98,SP,Sudeste,Boleto,Online
105586,2025-07-02,C2038,Carregador,Acessórios,1,53.89,0,26.95,BA,Nordeste,PIX,Online
105587,2025-01-28,C1061,Mouse,Eletrônicos,1,326.27,0.1,189.24,MS,Centro-Oeste,Cartão de crédito,Marketplace
105588,2025-07-30,C1069,Hub USB,Acessórios,2,273.78,0.05,150.58,AM,Norte,Boleto,Online
105589,2026-05-04,C1469,Cafeteira,Casa,2,711.92,0.1,462.75,MS,Centro-Oeste,Cartão de crédito,Online
105590,2026-06-26,C2040,Hub USB,Acessórios,3,104.86,0.05,57.67,AM,Norte,Cartão de crédito,Online
105591,2025-08-28,C1939,Air Fryer,Casa,2,914.19,0.15,585.08,RS,Sul,Cartão de débito,Online
105592,2025-08-29,C0682,Aspirador,Casa,1,1036.87,0.05,694.7,PA,Norte,Boleto,Online
105593,2026-05-17,C2062,Mouse,Eletrônicos,1,332.71,0,192.97,AC,Norte,Boleto,Online
105594,2025-03-12,C0787,Carregador,Acessórios,2,84.43,0.1,42.22,TO,Norte,Cartão de débito,Online
105595,2025-11-09,C1155,Monitor,Eletrônicos,1,1885.86,0.1,1282.38,MA,Nordeste,Cartão de crédito,Marketplace
105596,2025-04-11,C1702,Carregador,Acessórios,3,167.23,0.05,83.61,RR,Norte,Cartão de crédito,Marketplace
105597,2025-12-15,C2422,Mouse,Eletrônicos,1,375.39,0.15,217.73,SC,Sul,PIX,Online
105598,2025-10-09,C0400,Mouse,Eletrônicos,1,376.73,0.05,218.5,AP,Norte,Cartão de débito,Online
105599,2026-05-22,C2017,Air Fryer,Casa,2,446.73,0,285.91,MG,Sudeste,PIX,Marketplace
105600,2025-12-07,C0373,Headset,Eletrônicos,1,317.22,0.15,196.68,GO,Centro-Oeste,Cartão de crédito,Online
105601,2026-05-28,C0669,Luminária,Escritório,2,95.0,0.1,49.4,MA,Nordeste,Cartão de débito,Marketplace
105602,2026-01-12,C1179,Luminária,Escritório,1,106.03,0.05,55.14,SE,Nordeste,Cartão de crédito,Online
105603,2025-06-18,C0179,Luminária,Escritório,1,382.4,0.1,198.85,PE,Nordeste,Cartão de crédito,Marketplace
105604,2026-03-20,C1166,Suporte para Monitor,Escritório,2,418.07,0.1,229.94,RS,Sul,Boleto,Online
105605,2025-04-30,C1005,Mouse,Eletrônicos,3,219.73,0.1,127.44,ES,Sudeste,Cartão de crédito,Online
105606,2025-09-20,C2482,Aspirador,Casa,1,1398.84,0.2,937.22,TO,Norte,PIX,Online
105607,2025-03-26,C2158,Mouse,Eletrônicos,1,475.01,0.15,275.51,PE,Nordeste,PIX,Marketplace
105608,2026-03-26,C0577,Aspirador,Casa,1,832.74,0,557.94,AP,Norte,Cartão de crédito,Marketplace
105609,2025-09-14,C1256,Hub USB,Acessórios,5,229.36,0.05,126.15,PB,Nordeste,Boleto,Online
105610,2025-01-02,C1077,Aspirador,Casa,3,656.95,0.15,440.16,CE,Nordeste,PIX,Marketplace
105611,2026-01-07,C1987,Luminária,Escritório,1,101.83,0,52.95,MA,Nordeste,Cartão de débito,Marketplace
105612,2026-06-08,C2093,Mouse,Eletrônicos,1,414.83,0,240.6,MA,Nordeste,Cartão de crédito,Online
105613,2025-09-14,C0976,Notebook,Eletrônicos,5,4164.81,0.05,2998.66,PR,Sul,Cartão de crédito,Online
105614,2025-08-18,C1790,Teclado,Eletrônicos,2,532.22,0.05,319.33,PE,Nordeste,Cartão de débito,Online
105615,2026-05-12,C1982,Hub USB,Acessórios,3,109.15,0.1,60.03,SE,Nordeste,Cartão de crédito,Marketplace
105616,2025-06-05,C0669,Aspirador,Casa,1,455.21,0,304.99,AP,Norte,Cartão de crédito,Online
105617,2025-08-04,C1127,Carregador,Acessórios,2,87.21,0.05,43.6,SC,Sul,Cartão de débito,Marketplace
105618,2025-02-14,C1821,Mouse,Eletrônicos,1,108.91,0.05,63.17,RS,Sul,Boleto,Online
105619,2026-03-16,C0968,Monitor,Eletrônicos,1,1772.37,0.15,1205.21,MT,Centro-Oeste,Boleto,Marketplace
105620,2025-08-20,C1528,Cafeteira,Casa,1,1192.23,0.05,774.95,GO,Centro-Oeste,Cartão de débito,Marketplace
105621,2025-12-31,C2237,Mesa,Escritório,3,1656.92,0.2,1126.71,BA,Nordeste,Cartão de débito,Online
105622,2025-10-15,C1514,Carregador,Acessórios,3,195.45,0.05,97.72,PB,Nordeste,Cartão de crédito,Online
105623,2025-10-04,C0743,Teclado,Eletrônicos,2,447.84,0.15,268.7,MT,Centro-Oeste,Cartão de débito,Marketplace
105624,2025-01-03,C1687,Mouse,Eletrônicos,1,164.2,0.15,95.24,AC,Norte,PIX,Marketplace
105625,2025-11-13,C0801,Cafeteira,Casa,1,763.84,0.05,496.5,ES,Sudeste,Boleto,Online
105626,2025-10-04,C0207,Notebook,Eletrônicos,3,5550.91,0.1,3996.66,RS,Sul,Cartão de débito,Marketplace
105627,2025-10-11,C0803,Mouse,Eletrônicos,3,487.88,0.1,282.97,MG,Sudeste,Cartão de crédito,Online
105628,2025-08-19,C0458,Cabo USB,Acessórios,1,37.72,0,16.97,BA,Nordeste,Cartão de crédito,Marketplace
105629,2025-11-10,C1043,Headset,Eletrônicos,1,329.34,0.05,204.19,SP,Sudeste,Boleto,Online
105630,2025-03-27,C0685,Mouse,Eletrônicos,1,340.16,0.05,197.29,MS,Centro-Oeste,Boleto,Online
105631,2025-05-31,C1243,Monitor,Eletrônicos,3,1724.02,0.05,1172.33,TO,Norte,Cartão de débito,Marketplace
105632,2025-10-15,C1192,Headset,Eletrônicos,2,419.96,0.2,260.38,SE,Nordeste,Boleto,Online
105633,2025-05-27,C2214,Mesa,Escritório,1,544.04,0.1,369.95,SE,Nordeste,Boleto,Marketplace
105634,2026-03-13,C1662,Teclado,Eletrônicos,1,739.89,0.15,443.93,MT,Centro-Oeste,Cartão de crédito,Online
105635,2025-10-10,C1216,Mesa,Escritório,4,1602.28,0.05,1089.55,RN,Nordeste,Cartão de crédito,Online
105636,2025-08-16,C0399,Mouse,Eletrônicos,1,222.59,0.05,129.1,RJ,Sudeste,Cartão de crédito,Online
105637,2025-08-09,C1581,Notebook,Eletrônicos,3,5126.4,0,3691.01,CE,Nordeste,Cartão de débito,Marketplace
105638,2025-10-04,C1848,Air Fryer,Casa,4,871.93,0,558.04,RO,Norte,PIX,Marketplace
105639,2025-03-18,C1591,Carregador,Acessórios,1,59.49,0,29.75,SC,Sul,Cartão de crédito,Online
105640,2026-02-21,C0794,Cafeteira,Casa,5,674.58,0,438.48,TO,Norte,Cartão de crédito,Online
105641,2026-06-18,C0129,Mouse,Eletrônicos,2,166.34,0.1,96.48,RJ,Sudeste,Cartão de crédito,Online
105642,2025-06-06,C0953,Suporte para Monitor,Escritório,1,281.46,0.05,154.8,SE,Nordeste,PIX,Online
105643,2025-06-13,C0625,Mesa,Escritório,2,921.61,0.1,626.69,RR,Norte,Boleto,Marketplace
105644,2026-05-22,C1541,Aspirador,Casa,1,346.09,0.1,231.88,CE,Nordeste,PIX,Marketplace
105645,2025-07-31,C1577,Monitor,Eletrônicos,1,1339.0,0.1,910.52,CE,Nordeste,Cartão de débito,Online
105646,2025-06-13,C1048,Cabo USB,Acessórios,1,56.15,0.05,25.27,PR,Sul,Cartão de débito,Marketplace
105647,2026-02-04,C0303,Hub USB,Acessórios,1,221.68,0.05,121.92,PE,Nordeste,PIX,Marketplace
105648,2025-05-27,C1206,Headset,Eletrônicos,2,278.02,0,172.37,DF,Centro-Oeste,Boleto,Marketplace
105649,2026-01-11,C1184,Mouse,Eletrônicos,2,303.61,0.05,176.09,BA,Nordeste,Boleto,Online
105650,2025-02-10,C0775,Suporte para Monitor,Escritório,1,475.37,0.05,261.45,PI,Nordeste,Cartão de débito,Online
105651,2026-03-15,C0191,Teclado,Eletrônicos,1,366.05,0,219.63,MS,Centro-Oeste,PIX,Online
105652,2025-04-09,C1303,Smartphone,Eletrônicos,1,1734.24,0,1352.71,PB,Nordeste,Cartão de crédito,Marketplace
105653,2026-04-22,C0250,Cafeteira,Casa,2,615.89,0.05,400.33,GO,Centro-Oeste,Cartão de débito,Marketplace
105654,2026-01-14,C1443,Carregador,Acessórios,5,178.98,0.15,89.49,AL,Nordeste,PIX,Marketplace
105655,2026-04-05,C1529,Aspirador,Casa,2,811.19,0.05,543.5,AP,Norte,Boleto,Marketplace
105656,2025-12-24,C1198,Mouse,Eletrônicos,4,345.46,0.1,200.37,MG,Sudeste,PIX,Online
105657,2026-06-27,C0687,Suporte para Monitor,Escritório,2,263.31,0.05,144.82,MS,Centro-Oeste,Boleto,Marketplace
105658,2026-04-09,C2141,Monitor,Eletrônicos,3,2273.2,0.15,1545.78,PI,Nordeste,Cartão de débito,Marketplace
105659,2025-02-28,C2096,Air Fryer,Casa,1,670.96,0.05,429.41,RN,Nordeste,Boleto,Marketplace
105660,2025-04-21,C0441,Mesa,Escritório,3,1832.36,0.15,1246.0,PA,Norte,Cartão de débito,Marketplace
105661,2026-05-09,C0291,Luminária,Escritório,2,285.6,0.1,148.51,PR,Sul,Boleto,Marketplace
105662,2025-08-10,C1799,Headset,Eletrônicos,3,165.2,0,102.42,PR,Sul,PIX,Marketplace
105663,2025-11-22,C0303,Cafeteira,Casa,3,759.49,0.05,493.67,SE,Nordeste,Cartão de crédito,Marketplace
105664,2025-07-05,C0171,Cafeteira,Casa,2,445.69,0,289.7,PA,Norte,Cartão de crédito,Online
105665,2025-11-16,C1669,Liquidificador,Casa,1,583.27,0.1,367.46,PI,Nordeste,Cartão de débito,Marketplace
105666,2025-02-28,C0866,Smartphone,Eletrônicos,1,2312.43,0.2,1803.7,RN,Nordeste,Cartão de débito,Online
105667,2025-09-30,C0164,Carregador,Acessórios,1,68.28,0,34.14,RS,Sul,Cartão de crédito,Online
105668,2025-01-29,C1884,Hub USB,Acessórios,1,138.19,0.1,76.0,MS,Centro-Oeste,Cartão de crédito,Marketplace
105669,2025-08-28,C1949,Hub USB,Acessórios,1,220.13,0.2,121.07,RR,Norte,Cartão de débito,Marketplace
105670,2025-06-23,C2009,Mesa,Escritório,1,1882.36,0,1280.0,SP,Sudeste,Boleto,Marketplace
105671,2025-10-27,C0212,Hub USB,Acessórios,1,231.59,0,127.37,GO,Centro-Oeste,Cartão de débito,Online
105672,2026-02-12,C1562,Mesa,Escritório,2,514.16,0,349.63,ES,Sudeste,Cartão de crédito,Marketplace
105673,2026-04-10,C0168,Air Fryer,Casa,1,343.65,0,219.94,SP,Sudeste,Cartão de débito,Online
105674,2025-04-30,C0694,Mouse,Eletrônicos,2,315.03,0,182.72,DF,Centro-Oeste,Cartão de crédito,Marketplace
105675,2025-02-06,C0500,Teclado,Eletrônicos,4,682.56,0.1,409.54,MT,Centro-Oeste,Cartão de crédito,Marketplace
105676,2025-10-03,C2409,Cafeteira,Casa,1,982.9,0.15,638.88,AL,Nordeste,Boleto,Online
105677,2025-04-23,C1154,Monitor,Eletrônicos,2,842.84,0.1,573.13,AP,Norte,Boleto,Online
105678,2025-06-03,C0622,Headset,eletronicos,1,575.56,0,356.85,PR,Sul,PIX,Marketplace
105679,2026-03-20,C1828,Teclado,Eletrônicos,1,144.04,0.15,86.42,SP,Sudeste,Cartão de débito,Marketplace
105680,2025-11-05,C2438,Aspirador,Casa,1,658.55,0.2,441.23,RO,Norte,PIX,Online
105681,2026-06-15,C0582,Smartphone,Eletrônicos,3,4335.32,0,3381.55,GO,Centro-Oeste,Cartão de crédito,Marketplace
105682,2025-12-20,C1347,Cabo USB,Acessórios,1,90.41,0,40.68,PE,Nordeste,Cartão de débito,Marketplace
105683,2025-09-08,C1536,Cafeteira,Casa,1,315.37,0.05,204.99,MA,Nordeste,PIX,Marketplace
105684,2025-05-08,C0796,Hub USB,Acessórios,1,114.01,0.05,62.71,RO,Norte,Cartão de débito,Online
105685,2025-08-29,C0434,Notebook,Eletrônicos,2,3953.62,0.05,2846.61,AC,Norte,Boleto,Marketplace
105686,2026-06-15,C0685,Liquidificador,Casa,1,477.87,0.05,301.06,PI,Nordeste,Cartão de débito,Online
105687,2025-11-03,C1772,Monitor,Eletrônicos,1,1956.34,0.15,1330.31,AL,Nordeste,Boleto,Marketplace
105688,2025-06-28,C2326,Luminária,Escritório,1,282.49,0.15,146.89,RO,Norte,Boleto,Marketplace
105689,2025-02-12,C1053,Smartphone,Eletrônicos,2,2971.02,0.2,2317.4,CE,Nordeste,PIX,Marketplace
105690,2026-05-30,C1085,Cadeira,Escritório,2,2318.57,0,1623.0,SE,Nordeste,Cartão de crédito,Online
105691,2025-04-24,C1412,Cabo USB,Acessórios,1,33.38,0.05,15.02,MS,Centro-Oeste,Cartão de débito,Online
105692,2026-04-21,C0881,Carregador,Acessórios,1,206.6,0,103.3,SE,Nordeste,Boleto,Marketplace
105693,2025-09-21,C2189,Cadeira,Escritório,2,756.18,0.15,529.33,AP,Norte,PIX,Marketplace
105694,2025-12-17,C1127,Liquidificador,Casa,2,210.77,0.1,132.79,AC,Norte,Cartão de crédito,Online
105695,2025-11-04,C0958,Teclado,Eletrônicos,1,328.45,0.15,197.07,MS,Centro-Oeste,PIX,Marketplace
105696,2025-06-26,C0881,Cafeteira,Casa,1,448.84,0.1,291.75,MA,Nordeste,Cartão de débito,Online
105697,2026-02-01,C1709,Mesa,Escritório,1,659.06,0,448.16,AP,Norte,Boleto,Marketplace
105698,2026-01-13,C1243,Hub USB,Acessórios,2,219.57,0.1,120.76,RR,Norte,Cartão de débito,Online
105699,2025-07-26,C0954,Teclado,Eletrônicos,3,426.71,0.05,256.03,RR,Norte,Cartão de crédito,Marketplace
105700,2026-05-09,C0033,Cabo USB,Acessórios,1,44.86,0,20.19,RJ,Sudeste,PIX,Online
105701,2025-06-07,C0868,Suporte para Monitor,Escritório,1,221.67,0,121.92,MT,Centro-Oeste,Cartão de crédito,Online
105702,2026-04-19,C1659,Mesa,Escritório,1,1322.97,0,899.62,RS,Sul,Boleto,Marketplace
105703,2026-01-13,C1799,Notebook,Eletrônicos,3,4619.26,0.1,3325.87,PR,Sul,Cartão de crédito,Marketplace
105704,2025-02-09,C2473,Smartphone,Eletrônicos,2,1369.91,0,1068.53,MS,Centro-Oeste,PIX,Marketplace
105705,2025-01-16,C0146,Air Fryer,Casa,1,641.69,0,410.68,SP,Sudeste,Boleto,Marketplace
105706,2025-10-24,C0599,Suporte para Monitor,Escritório,1,306.53,0,168.59,SP,Sudeste,Cartão de débito,Marketplace
105707,2025-06-18,C1613,Cafeteira,Casa,3,617.18,0,401.17,AM,Norte,Cartão de crédito,Online
105708,2025-09-10,C0325,Liquidificador,Casa,2,340.22,0,214.34,DF,Centro-Oeste,Boleto,Online
105709,2025-04-22,C1091,Aspirador,Casa,3,1455.98,0.05,975.51,CE,Nordeste,Cartão de débito,Online
105710,2026-01-21,C1054,Notebook,Eletrônicos,2,5610.14,0,4039.3,RS,Sul,Cartão de débito,Online
105711,2026-05-25,C1231,Luminária,Escritório,2,123.0,0.05,63.96,DF,Centro-Oeste,PIX,Marketplace
105712,2025-12-31,C2181,Monitor,Eletrônicos,1,1554.23,0,1056.88,RR,Norte,PIX,Marketplace
105713,2025-05-17,C2082,Cadeira,Escritório,4,1468.64,0.1,1028.05,AM,Norte,PIX,Marketplace
105714,2025-07-02,C0767,Cabo USB,Acessórios,4,43.02,0,19.36,CE,Nordeste,Cartão de crédito,Marketplace
105715,2025-05-06,C0088,Mouse,Eletrônicos,1,206.09,0.05,119.53,RN,Nordeste,Cartão de crédito,Online
105716,2026-04-02,C2158,Hub USB,Acessórios,1,141.55,0,77.85,AC,Norte,Cartão de crédito,Marketplace
105717,2026-01-25,C1575,Cabo USB,Acessórios,4,98.12,0.05,44.15,SC,Sul,Cartão de débito,Online
105718,2025-09-05,C0035,Cadeira,Escritório,1,1843.35,0.15,1290.34,AM,Norte,PIX,Marketplace
105719,2025-12-09,C0751,Cafeteira,Casa,3,569.23,0.1,370.0,SE,Nordeste,Boleto,Online
105720,2025-06-29,C1470,Teclado,Eletrônicos,1,353.51,0.1,212.11,PI,Nordeste,Cartão de crédito,Online
105721,2025-04-08,C0480,Air Fryer,Casa,1,545.74,0.05,349.27,PA,Norte,Cartão de débito,Marketplace
105722,2026-02-26,C0582,Cafeteira,Casa,3,1032.31,0.1,671.0,ES,Sudeste,PIX,Online
105723,2026-03-16,C2373,Cadeira,Escritório,1,940.56,0.05,658.39,MT,Centro-Oeste,Boleto,Online
105724,2025-03-12,C0947,Cabo USB,Acessórios,1,74.73,0.1,33.63,PB,Nordeste,Cartão de crédito,Online
105725,2025-10-13,C2206,Mesa,Escritório,3,1641.78,0,1116.41,AL,Nordeste,Cartão de débito,Marketplace
105726,2026-03-11,C1150,Cafeteira,Casa,1,978.74,0.15,636.18,AL,Nordeste,Cartão de crédito,Online
105727,2025-05-25,C2251,Notebook,Eletrônicos,1,4367.37,0.1,3144.51,PI,Nordeste,PIX,Online
105728,2026-05-08,C1354,Hub USB,Acessórios,1,128.89,0.1,70.89,RR,Norte,Cartão de débito,Online
105729,2025-12-29,C0148,Cabo USB,Acessórios,3,50.04,0.05,22.52,PA,Norte,Cartão de débito,Marketplace
105730,2026-06-15,C1351,Suporte para Monitor,Escritório,2,237.65,0,130.71,CE,Nordeste,Cartão de débito,Online
105731,2025-03-27,C0357,Teclado,Eletrônicos,1,629.75,0.1,377.85,MA,Nordeste,PIX,Online
105732,2026-02-01,C0513,Headset,Eletrônicos,1,180.97,0.1,112.2,PA,Norte,Cartão de crédito,Online
105733,2025-09-13,C0696,Luminária,Escritório,1,198.18,0,103.05,MA,Nordeste,Cartão de débito,Online
105734,2026-03-14,C1451,Smartphone,Eletrônicos,1,1797.08,0.15,1401.72,TO,Norte,Boleto,Online
105735,2026-03-25,C0322,Carregador,Acessórios,2,108.2,0,54.1,MA,Nordeste,PIX,Marketplace
105736,2025-01-31,C0017,Cafeteira,Casa,1,492.25,0,319.96,PA,Norte,Boleto,Marketplace
105737,2025-10-25,C0497,Hub USB,Acessórios,2,144.57,0.05,79.51,TO,Norte,PIX,Online
105738,2025-08-04,C0398,Carregador,Acessórios,1,90.13,0,45.06,PB,Nordeste,Cartão de débito,Online
105739,2025-07-21,C0163,Luminária,Escritório,1,315.07,0.05,163.84,GO,Centro-Oeste,Boleto,Marketplace
105740,2026-04-10,C0240,Monitor,Eletrônicos,1,2331.36,0,1585.32,SE,Nordeste,Boleto,Marketplace
105741,2025-02-15,C1584,Luminária,Escritório,2,295.61,0,153.72,PB,Nordeste,Cartão de débito,Marketplace
105742,2025-02-18,C1724,Smartphone,Eletrônicos,1,2639.03,0,2058.44,AC,Norte,Cartão de débito,Online
105743,2025-09-18,C2034,Suporte para Monitor,Escritório,1,153.65,0.1,84.51,RJ,Sudeste,Cartão de débito,Marketplace
105744,2025-09-24,C0801,Notebook,Eletrônicos,2,4321.35,0.05,3111.37,RS,Sul,PIX,Marketplace
105745,2025-01-08,C0022,Monitor,Eletrônicos,3,1693.91,0.1,1151.86,SP,Sudeste,Boleto,Online
105746,2025-08-10,C2176,Suporte para Monitor,Escritório,3,160.88,0,88.48,PA,Norte,Cartão de débito,Marketplace
105747,2025-04-08,C2073,Smartphone,Eletrônicos,2,4227.14,0.05,3297.17,ES,Sudeste,Boleto,Online
105748,2026-02-28,C1362,Teclado,Eletrônicos,1,693.36,0.2,416.02,SE,Nordeste,PIX,Marketplace
105749,2025-01-09,C0421,Luminária,Escritório,1,388.87,0.05,202.21,SE,Nordeste,PIX,Online
105750,2026-02-26,C0538,Mouse,Eletrônicos,1,408.72,0,237.06,PA,Norte,Cartão de débito,Online
105751,2025-04-20,C1654,Carregador,Acessórios,3,117.4,0.1,58.7,PI,Nordeste,Boleto,Online
105752,2025-07-31,C0342,Smartphone,Eletrônicos,3,4071.01,0.05,3175.39,CE,Nordeste,Cartão de débito,Online
105753,2025-11-30,C0564,Air Fryer,Casa,2,855.17,0.05,547.31,AL,Nordeste,Cartão de débito,Marketplace
105754,2025-09-10,C2015,Cadeira,Escritório,1,1239.79,0,867.85,GO,Centro-Oeste,Cartão de débito,Marketplace
105755,2026-03-11,C1383,Luminária,Escritório,1,148.64,0,77.29,SC,Sul,Boleto,Online
